;FR20045;FR20049;FR20003;FR20017;FR20020;FR20037;FR20036;FR20004;FR20048;FR20046;FR20204;FR20061;FR20062;FR20077
24/12/2003;10.0;64.0;-1.0;15.0;10.0;14.0;10.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/12/2003;11.0;54.0;-1.0;6.0;4.0;8.0;10.0;6.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/12/2003;15.0;48.0;-1.0;8.0;7.0;16.0;18.0;9.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/12/2003;67.0;71.0;-1.0;61.0;57.0;65.0;70.0;55.0;69.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/12/2003;45.0;68.0;-1.0;55.0;46.0;55.0;56.0;49.0;56.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/12/2003;13.0;58.0;-1.0;24.0;12.0;19.0;14.0;23.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/12/2003;12.0;45.0;-1.0;14.0;12.0;12.0;14.0;12.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/12/2003;17.0;36.0;-1.0;23.0;17.0;26.0;21.0;23.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/01/2004;15.0;34.0;-1.0;11.0;9.0;16.0;13.0;10.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/01/2004;7.0;44.0;-1.0;9.0;5.0;6.0;7.0;8.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/01/2004;27.0;45.0;-1.0;29.0;20.0;31.0;32.0;29.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/01/2004;31.0;53.0;-1.0;34.0;27.0;38.0;37.0;32.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/01/2004;9.0;55.0;-1.0;10.0;7.0;8.0;12.0;10.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/01/2004;5.0;50.0;-1.0;5.0;1.0;4.0;5.0;3.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/01/2004;5.0;33.0;-1.0;5.0;1.0;3.0;4.0;4.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/01/2004;29.0;44.0;-1.0;20.0;20.0;16.0;27.0;13.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/01/2004;20.0;71.0;-1.0;12.0;11.0;18.0;18.0;8.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/01/2004;9.0;60.0;-1.0;10.0;4.0;19.0;15.0;11.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/01/2004;18.0;47.0;-1.0;7.0;3.0;19.0;18.0;6.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/01/2004;17.0;62.0;-1.0;8.0;5.0;15.0;13.0;11.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/01/2004;21.0;58.0;-1.0;16.0;9.0;24.0;19.0;18.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/01/2004;35.0;70.0;-1.0;40.0;32.0;49.0;40.0;40.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/01/2004;28.0;70.0;-1.0;34.0;-1.0;51.0;36.0;33.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/01/2004;51.0;62.0;-1.0;35.0;-1.0;48.0;47.0;30.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/01/2004;41.0;64.0;-1.0;31.0;24.0;43.0;46.0;31.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/01/2004;44.0;58.0;-1.0;48.0;36.0;53.0;45.0;44.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/01/2004;24.0;52.0;-1.0;26.0;19.0;32.0;26.0;23.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/01/2004;4.0;53.0;-1.0;4.0;0.0;2.0;4.0;2.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/01/2004;13.0;54.0;-1.0;19.0;10.0;18.0;20.0;23.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/01/2004;11.0;23.0;-1.0;13.0;6.0;12.0;11.0;12.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/01/2004;13.0;18.0;-1.0;8.0;5.0;7.0;11.0;5.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/01/2004;13.0;34.0;-1.0;8.0;7.0;13.0;13.0;5.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/01/2004;18.0;59.0;-1.0;26.0;16.0;37.0;22.0;23.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/01/2004;43.0;64.0;-1.0;42.0;37.0;50.0;46.0;37.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/01/2004;21.0;58.0;-1.0;45.0;-1.0;47.0;38.0;38.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/01/2004;10.0;62.0;-1.0;21.0;-1.0;25.0;17.0;18.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/01/2004;27.0;71.0;-1.0;37.0;34.0;44.0;35.0;34.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/01/2004;24.0;65.0;-1.0;18.0;20.0;29.0;28.0;15.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/01/2004;70.0;73.0;-1.0;72.0;67.0;80.0;73.0;66.0;66.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/02/2004;39.0;66.0;-1.0;26.0;32.0;47.0;43.0;30.0;49.0;32.0;-1.0;-1.0;-1.0;-1.0
02/02/2004;11.0;64.0;-1.0;6.0;7.0;10.0;9.0;5.0;15.0;5.0;-1.0;-1.0;-1.0;-1.0
03/02/2004;10.0;68.0;-1.0;6.0;6.0;10.0;6.0;4.0;12.0;5.0;-1.0;-1.0;-1.0;-1.0
04/02/2004;7.0;57.0;-1.0;6.0;6.0;8.0;4.0;4.0;7.0;3.0;-1.0;-1.0;-1.0;-1.0
05/02/2004;6.0;68.0;-1.0;5.0;6.0;5.0;4.0;3.0;8.0;3.0;-1.0;-1.0;-1.0;-1.0
06/02/2004;22.0;56.0;-1.0;16.0;17.0;18.0;17.0;7.0;27.0;12.0;-1.0;-1.0;-1.0;-1.0
07/02/2004;20.0;76.0;-1.0;15.0;12.0;21.0;21.0;13.0;34.0;17.0;-1.0;-1.0;-1.0;-1.0
08/02/2004;24.0;77.0;-1.0;39.0;27.0;35.0;34.0;40.0;43.0;25.0;-1.0;-1.0;-1.0;-1.0
09/02/2004;35.0;71.0;-1.0;46.0;38.0;53.0;44.0;47.0;47.0;43.0;-1.0;-1.0;-1.0;-1.0
10/02/2004;20.0;59.0;-1.0;26.0;23.0;30.0;24.0;26.0;30.0;25.0;-1.0;-1.0;-1.0;-1.0
11/02/2004;13.0;58.0;-1.0;13.0;11.0;14.0;13.0;14.0;22.0;14.0;-1.0;-1.0;-1.0;-1.0
12/02/2004;14.0;55.0;-1.0;23.0;19.0;21.0;21.0;24.0;26.0;23.0;-1.0;-1.0;-1.0;-1.0
13/02/2004;11.0;38.0;-1.0;13.0;11.0;9.0;12.0;11.0;17.0;12.0;-1.0;-1.0;-1.0;-1.0
14/02/2004;9.0;37.0;-1.0;8.0;6.0;10.0;8.0;6.0;13.0;7.0;-1.0;-1.0;-1.0;-1.0
15/02/2004;10.0;60.0;-1.0;11.0;5.0;6.0;8.0;9.0;14.0;8.0;-1.0;-1.0;-1.0;-1.0
16/02/2004;6.0;42.0;-1.0;12.0;10.0;8.0;8.0;11.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0
17/02/2004;12.0;57.0;-1.0;13.0;9.0;15.0;15.0;13.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0
18/02/2004;20.0;49.0;-1.0;26.0;21.0;24.0;20.0;25.0;27.0;20.0;-1.0;-1.0;-1.0;-1.0
19/02/2004;16.0;54.0;-1.0;22.0;21.0;26.0;22.0;24.0;28.0;25.0;-1.0;-1.0;-1.0;-1.0
20/02/2004;14.0;50.0;-1.0;11.0;16.0;21.0;15.0;16.0;21.0;18.0;-1.0;-1.0;-1.0;-1.0
21/02/2004;6.0;32.0;-1.0;6.0;8.0;7.0;4.0;7.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0
22/02/2004;4.0;28.0;-1.0;4.0;2.0;4.0;2.0;2.0;3.0;2.0;-1.0;-1.0;-1.0;-1.0
23/02/2004;28.0;62.0;-1.0;28.0;31.0;38.0;29.0;36.0;45.0;33.0;-1.0;-1.0;-1.0;-1.0
24/02/2004;29.0;71.0;-1.0;34.0;34.0;45.0;37.0;41.0;52.0;38.0;-1.0;-1.0;-1.0;-1.0
25/02/2004;15.0;76.0;-1.0;10.0;9.0;21.0;15.0;13.0;23.0;11.0;-1.0;-1.0;-1.0;-1.0
26/02/2004;9.0;71.0;-1.0;19.0;12.0;16.0;13.0;20.0;26.0;14.0;-1.0;-1.0;-1.0;-1.0
27/02/2004;21.0;77.0;-1.0;33.0;30.0;36.0;32.0;35.0;41.0;28.0;-1.0;-1.0;-1.0;-1.0
28/02/2004;31.0;74.0;-1.0;44.0;41.0;57.0;44.0;47.0;49.0;47.0;-1.0;-1.0;-1.0;-1.0
29/02/2004;43.0;69.0;-1.0;46.0;44.0;63.0;48.0;47.0;54.0;46.0;-1.0;-1.0;-1.0;-1.0
01/03/2004;40.0;74.0;-1.0;51.0;48.0;58.0;50.0;55.0;56.0;47.0;-1.0;-1.0;-1.0;-1.0
02/03/2004;31.0;70.0;-1.0;43.0;41.0;53.0;45.0;47.0;53.0;44.0;-1.0;-1.0;-1.0;-1.0
03/03/2004;19.0;71.0;-1.0;34.0;31.0;37.0;32.0;37.0;41.0;36.0;-1.0;-1.0;-1.0;-1.0
04/03/2004;23.0;66.0;-1.0;16.0;17.0;23.0;26.0;22.0;47.0;22.0;-1.0;-1.0;-1.0;-1.0
05/03/2004;18.0;45.0;-1.0;8.0;8.0;13.0;15.0;9.0;32.0;13.0;-1.0;-1.0;-1.0;-1.0
06/03/2004;18.0;53.0;-1.0;21.0;18.0;24.0;23.0;23.0;36.0;24.0;-1.0;-1.0;-1.0;-1.0
07/03/2004;25.0;70.0;-1.0;43.0;34.0;43.0;37.0;42.0;51.0;34.0;-1.0;-1.0;-1.0;-1.0
08/03/2004;36.0;72.0;-1.0;44.0;40.0;48.0;43.0;48.0;56.0;41.0;-1.0;-1.0;-1.0;-1.0
09/03/2004;26.0;69.0;-1.0;41.0;37.0;54.0;40.0;40.0;50.0;42.0;-1.0;-1.0;-1.0;-1.0
10/03/2004;17.0;68.0;-1.0;36.0;36.0;42.0;34.0;39.0;-1.0;37.0;-1.0;-1.0;-1.0;-1.0
11/03/2004;31.0;70.0;-1.0;38.0;40.0;46.0;44.0;42.0;-1.0;40.0;-1.0;-1.0;-1.0;-1.0
12/03/2004;63.0;76.0;-1.0;63.0;68.0;59.0;71.0;62.0;73.0;66.0;-1.0;-1.0;-1.0;-1.0
13/03/2004;43.0;82.0;-1.0;36.0;32.0;58.0;50.0;44.0;63.0;40.0;-1.0;-1.0;-1.0;-1.0
14/03/2004;34.0;77.0;-1.0;36.0;36.0;48.0;45.0;38.0;51.0;40.0;-1.0;-1.0;-1.0;-1.0
15/03/2004;18.0;76.0;-1.0;18.0;17.0;26.0;20.0;24.0;39.0;19.0;-1.0;-1.0;-1.0;-1.0
16/03/2004;26.0;68.0;-1.0;12.0;16.0;32.0;21.0;16.0;44.0;13.0;-1.0;-1.0;-1.0;-1.0
17/03/2004;37.0;63.0;-1.0;30.0;28.0;52.0;49.0;33.0;59.0;26.0;-1.0;-1.0;-1.0;-1.0
18/03/2004;41.0;84.0;-1.0;-1.0;39.0;50.0;51.0;33.0;80.0;40.0;-1.0;-1.0;-1.0;-1.0
19/03/2004;30.0;79.0;-1.0;-1.0;38.0;50.0;41.0;41.0;51.0;35.0;-1.0;-1.0;-1.0;-1.0
20/03/2004;43.0;65.0;-1.0;37.0;45.0;62.0;55.0;43.0;58.0;44.0;-1.0;-1.0;-1.0;-1.0
21/03/2004;41.0;83.0;-1.0;-1.0;40.0;76.0;61.0;60.0;65.0;42.0;-1.0;-1.0;-1.0;-1.0
22/03/2004;36.0;84.0;-1.0;-1.0;51.0;52.0;52.0;53.0;64.0;50.0;-1.0;-1.0;-1.0;-1.0
23/03/2004;33.0;75.0;-1.0;44.0;50.0;60.0;51.0;44.0;63.0;50.0;-1.0;-1.0;-1.0;-1.0
24/03/2004;40.0;68.0;-1.0;46.0;48.0;64.0;53.0;51.0;60.0;50.0;-1.0;-1.0;-1.0;-1.0
25/03/2004;-1.0;63.0;-1.0;46.0;46.0;60.0;51.0;50.0;56.0;46.0;-1.0;-1.0;-1.0;-1.0
26/03/2004;-1.0;61.0;-1.0;39.0;37.0;47.0;39.0;43.0;46.0;37.0;-1.0;-1.0;-1.0;-1.0
27/03/2004;38.0;72.0;-1.0;49.0;52.0;58.0;52.0;49.0;57.0;49.0;-1.0;-1.0;-1.0;-1.0
28/03/2004;35.0;88.0;-1.0;46.0;53.0;54.0;48.0;50.0;62.0;49.0;-1.0;-1.0;-1.0;-1.0
29/03/2004;27.0;92.0;-1.0;36.0;51.0;48.0;34.0;47.0;59.0;45.0;-1.0;-1.0;-1.0;-1.0
30/03/2004;26.0;88.0;-1.0;25.0;27.0;39.0;32.0;29.0;42.0;29.0;-1.0;-1.0;-1.0;-1.0
31/03/2004;42.0;95.0;-1.0;44.0;50.0;58.0;49.0;51.0;67.0;48.0;-1.0;-1.0;-1.0;-1.0
01/04/2004;75.0;97.0;-1.0;66.0;75.0;90.0;76.0;68.0;88.0;70.0;-1.0;-1.0;-1.0;-1.0
02/04/2004;73.0;97.0;-1.0;80.0;83.0;101.0;84.0;83.0;88.0;80.0;-1.0;-1.0;-1.0;-1.0
03/04/2004;44.0;85.0;-1.0;41.0;42.0;53.0;49.0;45.0;73.0;44.0;-1.0;-1.0;-1.0;-1.0
04/04/2004;36.0;79.0;-1.0;35.0;31.0;53.0;45.0;45.0;48.0;32.0;-1.0;-1.0;-1.0;-1.0
05/04/2004;39.0;85.0;-1.0;61.0;58.0;66.0;58.0;68.0;68.0;53.0;-1.0;-1.0;-1.0;-1.0
06/04/2004;36.0;86.0;-1.0;67.0;70.0;60.0;59.0;69.0;64.0;62.0;-1.0;-1.0;-1.0;-1.0
07/04/2004;37.0;-1.0;-1.0;56.0;55.0;64.0;56.0;55.0;61.0;52.0;-1.0;-1.0;-1.0;-1.0
08/04/2004;30.0;-1.0;-1.0;43.0;40.0;48.0;43.0;47.0;48.0;37.0;-1.0;-1.0;-1.0;-1.0
09/04/2004;42.0;82.0;-1.0;53.0;56.0;67.0;55.0;59.0;57.0;52.0;-1.0;-1.0;-1.0;-1.0
10/04/2004;53.0;83.0;-1.0;60.0;66.0;76.0;63.0;60.0;70.0;60.0;-1.0;-1.0;-1.0;-1.0
11/04/2004;69.0;88.0;-1.0;72.0;72.0;85.0;77.0;71.0;72.0;65.0;-1.0;-1.0;-1.0;-1.0
12/04/2004;53.0;88.0;-1.0;71.0;70.0;76.0;70.0;74.0;69.0;60.0;-1.0;-1.0;-1.0;-1.0
13/04/2004;56.0;88.0;-1.0;68.0;67.0;82.0;71.0;70.0;73.0;61.0;-1.0;-1.0;-1.0;-1.0
14/04/2004;33.0;76.0;-1.0;45.0;51.0;-1.0;47.0;50.0;51.0;45.0;-1.0;-1.0;-1.0;-1.0
15/04/2004;65.0;92.0;-1.0;54.0;67.0;-1.0;67.0;57.0;75.0;58.0;-1.0;-1.0;-1.0;-1.0
16/04/2004;18.0;83.0;-1.0;21.0;23.0;29.0;18.0;28.0;37.0;24.0;-1.0;-1.0;-1.0;-1.0
17/04/2004;36.0;89.0;-1.0;39.0;38.0;45.0;39.0;44.0;51.0;38.0;-1.0;-1.0;-1.0;-1.0
18/04/2004;60.0;84.0;-1.0;54.0;56.0;60.0;65.0;57.0;72.0;55.0;-1.0;-1.0;-1.0;-1.0
19/04/2004;46.0;74.0;-1.0;47.0;-1.0;62.0;52.0;51.0;62.0;43.0;-1.0;-1.0;-1.0;-1.0
20/04/2004;40.0;69.0;-1.0;27.0;-1.0;36.0;42.0;30.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/04/2004;57.0;90.0;-1.0;46.0;55.0;48.0;58.0;47.0;65.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/04/2004;48.0;84.0;-1.0;47.0;50.0;54.0;63.0;44.0;72.0;60.0;-1.0;-1.0;-1.0;-1.0
23/04/2004;33.0;71.0;-1.0;35.0;38.0;45.0;38.0;42.0;48.0;43.0;-1.0;-1.0;-1.0;-1.0
24/04/2004;66.0;96.0;-1.0;70.0;72.0;80.0;73.0;74.0;73.0;70.0;-1.0;-1.0;-1.0;-1.0
25/04/2004;75.0;106.0;-1.0;84.0;83.0;89.0;81.0;87.0;82.0;80.0;-1.0;-1.0;-1.0;-1.0
26/04/2004;53.0;91.0;-1.0;55.0;59.0;61.0;61.0;60.0;76.0;71.0;-1.0;-1.0;-1.0;-1.0
27/04/2004;98.0;95.0;-1.0;85.0;103.0;96.0;100.0;75.0;109.0;103.0;-1.0;-1.0;-1.0;-1.0
28/04/2004;50.0;86.0;-1.0;36.0;41.0;34.0;43.0;34.0;74.0;49.0;-1.0;-1.0;-1.0;-1.0
29/04/2004;11.0;83.0;-1.0;15.0;23.0;16.0;14.0;-1.0;33.0;26.0;-1.0;-1.0;-1.0;-1.0
30/04/2004;56.0;87.0;-1.0;56.0;65.0;57.0;62.0;-1.0;72.0;66.0;-1.0;-1.0;-1.0;-1.0
01/05/2004;74.0;92.0;-1.0;75.0;85.0;84.0;83.0;82.0;88.0;83.0;-1.0;-1.0;-1.0;-1.0
02/05/2004;66.0;88.0;-1.0;73.0;77.0;73.0;77.0;75.0;82.0;80.0;-1.0;-1.0;-1.0;-1.0
03/05/2004;26.0;78.0;-1.0;35.0;45.0;36.0;-1.0;37.0;51.0;46.0;-1.0;-1.0;-1.0;-1.0
04/05/2004;40.0;101.0;-1.0;58.0;60.0;57.0;-1.0;63.0;60.0;62.0;-1.0;-1.0;-1.0;-1.0
05/05/2004;47.0;83.0;-1.0;61.0;68.0;71.0;67.0;64.0;73.0;69.0;-1.0;-1.0;-1.0;-1.0
06/05/2004;38.0;75.0;-1.0;38.0;47.0;47.0;49.0;41.0;57.0;51.0;-1.0;-1.0;-1.0;-1.0
07/05/2004;37.0;77.0;-1.0;54.0;57.0;58.0;56.0;53.0;61.0;57.0;-1.0;-1.0;-1.0;-1.0
08/05/2004;53.0;83.0;-1.0;63.0;61.0;66.0;66.0;65.0;65.0;62.0;-1.0;-1.0;-1.0;-1.0
09/05/2004;50.0;65.0;-1.0;48.0;50.0;55.0;56.0;52.0;63.0;57.0;-1.0;-1.0;-1.0;-1.0
10/05/2004;34.0;68.0;-1.0;39.0;40.0;42.0;41.0;41.0;54.0;47.0;-1.0;-1.0;-1.0;-1.0
11/05/2004;42.0;81.0;-1.0;49.0;51.0;47.0;54.0;50.0;64.0;57.0;-1.0;-1.0;-1.0;-1.0
12/05/2004;60.0;106.0;-1.0;71.0;77.0;70.0;79.0;81.0;77.0;78.0;-1.0;-1.0;-1.0;-1.0
13/05/2004;59.0;77.0;-1.0;60.0;65.0;69.0;67.0;65.0;68.0;67.0;-1.0;-1.0;-1.0;-1.0
14/05/2004;57.0;96.0;-1.0;67.0;65.0;74.0;67.0;73.0;69.0;69.0;-1.0;-1.0;-1.0;-1.0
15/05/2004;77.0;110.0;-1.0;84.0;89.0;88.0;84.0;87.0;83.0;86.0;-1.0;-1.0;-1.0;-1.0
16/05/2004;78.0;105.0;-1.0;87.0;91.0;89.0;83.0;92.0;82.0;85.0;-1.0;-1.0;-1.0;-1.0
17/05/2004;48.0;101.0;-1.0;63.0;74.0;73.0;63.0;75.0;78.0;71.0;-1.0;-1.0;-1.0;-1.0
18/05/2004;53.0;104.0;-1.0;58.0;59.0;68.0;61.0;66.0;79.0;59.0;-1.0;-1.0;-1.0;-1.0
19/05/2004;50.0;126.0;-1.0;71.0;80.0;72.0;64.0;80.0;75.0;73.0;-1.0;-1.0;-1.0;-1.0
20/05/2004;84.0;128.0;-1.0;89.0;101.0;92.0;91.0;96.0;91.0;93.0;-1.0;-1.0;-1.0;-1.0
21/05/2004;65.0;78.0;-1.0;70.0;81.0;75.0;79.0;70.0;85.0;82.0;-1.0;-1.0;-1.0;-1.0
22/05/2004;56.0;78.0;-1.0;64.0;65.0;62.0;62.0;68.0;62.0;62.0;-1.0;-1.0;-1.0;-1.0
23/05/2004;72.0;92.0;-1.0;79.0;82.0;82.0;79.0;82.0;76.0;76.0;-1.0;-1.0;-1.0;-1.0
24/05/2004;59.0;111.0;-1.0;83.0;92.0;83.0;85.0;87.0;88.0;84.0;-1.0;-1.0;-1.0;-1.0
25/05/2004;64.0;116.0;-1.0;73.0;81.0;82.0;76.0;77.0;82.0;77.0;-1.0;-1.0;-1.0;-1.0
26/05/2004;84.0;118.0;-1.0;72.0;96.0;79.0;91.0;73.0;102.0;92.0;-1.0;-1.0;-1.0;-1.0
27/05/2004;49.0;92.0;-1.0;66.0;-1.0;61.0;72.0;71.0;85.0;80.0;-1.0;-1.0;-1.0;-1.0
28/05/2004;67.0;118.0;-1.0;84.0;-1.0;73.0;91.0;85.0;94.0;94.0;-1.0;-1.0;-1.0;-1.0
29/05/2004;66.0;123.0;-1.0;92.0;-1.0;88.0;84.0;94.0;98.0;98.0;-1.0;-1.0;-1.0;-1.0
30/05/2004;65.0;95.0;-1.0;71.0;-1.0;66.0;74.0;73.0;79.0;68.0;-1.0;-1.0;-1.0;-1.0
31/05/2004;48.0;71.0;-1.0;64.0;-1.0;57.0;60.0;60.0;60.0;61.0;-1.0;-1.0;-1.0;-1.0
01/06/2004;16.0;49.0;-1.0;23.0;-1.0;26.0;24.0;26.0;35.0;29.0;-1.0;-1.0;-1.0;-1.0
02/06/2004;44.0;71.0;-1.0;57.0;57.0;66.0;55.0;58.0;61.0;63.0;-1.0;-1.0;-1.0;-1.0
03/06/2004;53.0;85.0;-1.0;65.0;61.0;76.0;71.0;72.0;71.0;68.0;-1.0;-1.0;-1.0;-1.0
04/06/2004;72.0;96.0;-1.0;76.0;76.0;88.0;86.0;87.0;89.0;84.0;-1.0;-1.0;-1.0;-1.0
05/06/2004;67.0;79.0;-1.0;66.0;67.0;73.0;74.0;73.0;75.0;74.0;-1.0;-1.0;-1.0;-1.0
06/06/2004;60.0;89.0;-1.0;75.0;72.0;78.0;74.0;78.0;73.0;75.0;-1.0;-1.0;-1.0;-1.0
07/06/2004;79.0;121.0;-1.0;74.0;82.0;88.0;82.0;79.0;85.0;85.0;-1.0;-1.0;-1.0;-1.0
08/06/2004;103.0;134.0;-1.0;90.0;96.0;99.0;104.0;91.0;112.0;101.0;-1.0;-1.0;-1.0;-1.0
09/06/2004;106.0;134.0;-1.0;84.0;98.0;104.0;102.0;90.0;109.0;101.0;-1.0;-1.0;-1.0;-1.0
10/06/2004;103.0;125.0;-1.0;83.0;93.0;100.0;97.0;84.0;111.0;94.0;-1.0;-1.0;-1.0;-1.0
11/06/2004;47.0;82.0;-1.0;46.0;44.0;57.0;58.0;52.0;65.0;52.0;-1.0;-1.0;-1.0;-1.0
12/06/2004;54.0;79.0;-1.0;60.0;55.0;62.0;59.0;63.0;62.0;58.0;-1.0;-1.0;-1.0;-1.0
13/06/2004;65.0;78.0;-1.0;71.0;67.0;76.0;70.0;72.0;70.0;67.0;-1.0;-1.0;-1.0;-1.0
14/06/2004;65.0;96.0;-1.0;75.0;73.0;81.0;76.0;82.0;79.0;72.0;-1.0;-1.0;-1.0;-1.0
15/06/2004;59.0;103.0;-1.0;76.0;83.0;85.0;84.0;81.0;85.0;83.0;-1.0;-1.0;-1.0;-1.0
16/06/2004;55.0;87.0;-1.0;65.0;61.0;66.0;70.0;73.0;75.0;70.0;-1.0;-1.0;-1.0;-1.0
17/06/2004;50.0;86.0;-1.0;64.0;63.0;70.0;72.0;68.0;81.0;67.0;-1.0;-1.0;-1.0;-1.0
18/06/2004;49.0;83.0;-1.0;59.0;52.0;61.0;64.0;58.0;69.0;56.0;-1.0;-1.0;-1.0;-1.0
19/06/2004;48.0;73.0;-1.0;63.0;61.0;54.0;63.0;63.0;67.0;64.0;-1.0;-1.0;-1.0;-1.0
20/06/2004;47.0;80.0;-1.0;60.0;51.0;59.0;55.0;58.0;58.0;57.0;-1.0;-1.0;-1.0;-1.0
21/06/2004;58.0;88.0;-1.0;64.0;69.0;62.0;67.0;67.0;74.0;71.0;-1.0;-1.0;-1.0;-1.0
22/06/2004;69.0;82.0;-1.0;59.0;73.0;73.0;67.0;64.0;88.0;77.0;-1.0;-1.0;-1.0;-1.0
23/06/2004;45.0;72.0;-1.0;44.0;58.0;54.0;55.0;54.0;72.0;65.0;-1.0;-1.0;-1.0;-1.0
24/06/2004;41.0;73.0;-1.0;44.0;46.0;49.0;50.0;54.0;59.0;56.0;-1.0;-1.0;-1.0;-1.0
25/06/2004;53.0;83.0;-1.0;64.0;57.0;62.0;65.0;70.0;66.0;68.0;-1.0;-1.0;-1.0;-1.0
26/06/2004;69.0;120.0;-1.0;64.0;61.0;68.0;62.0;73.0;80.0;68.0;-1.0;-1.0;-1.0;-1.0
27/06/2004;84.0;105.0;-1.0;80.0;81.0;73.0;77.0;85.0;95.0;82.0;-1.0;-1.0;-1.0;-1.0
28/06/2004;46.0;81.0;-1.0;63.0;58.0;68.0;64.0;68.0;70.0;66.0;-1.0;-1.0;-1.0;-1.0
29/06/2004;64.0;107.0;-1.0;81.0;75.0;80.0;86.0;90.0;88.0;86.0;-1.0;-1.0;-1.0;-1.0
30/06/2004;77.0;138.0;-1.0;75.0;78.0;84.0;71.0;87.0;98.0;88.0;-1.0;-1.0;-1.0;-1.0
01/07/2004;52.0;82.0;-1.0;67.0;46.0;56.0;60.0;73.0;66.0;59.0;-1.0;-1.0;-1.0;-1.0
02/07/2004;41.0;71.0;-1.0;55.0;52.0;56.0;52.0;55.0;60.0;59.0;-1.0;-1.0;-1.0;-1.0
03/07/2004;54.0;72.0;-1.0;59.0;52.0;59.0;55.0;60.0;61.0;59.0;-1.0;-1.0;-1.0;-1.0
04/07/2004;70.0;86.0;-1.0;65.0;65.0;75.0;71.0;69.0;77.0;69.0;-1.0;-1.0;-1.0;-1.0
05/07/2004;67.0;90.0;-1.0;57.0;60.0;70.0;68.0;67.0;80.0;70.0;-1.0;-1.0;-1.0;-1.0
06/07/2004;54.0;73.0;-1.0;49.0;51.0;57.0;55.0;58.0;66.0;58.0;-1.0;-1.0;-1.0;-1.0
07/07/2004;57.0;77.0;-1.0;60.0;63.0;76.0;67.0;70.0;79.0;70.0;-1.0;-1.0;-1.0;-1.0
08/07/2004;45.0;77.0;-1.0;46.0;40.0;55.0;51.0;56.0;67.0;53.0;-1.0;-1.0;-1.0;-1.0
09/07/2004;48.0;81.0;-1.0;59.0;55.0;60.0;62.0;65.0;73.0;61.0;-1.0;-1.0;-1.0;-1.0
10/07/2004;53.0;71.0;-1.0;59.0;49.0;57.0;58.0;65.0;64.0;57.0;-1.0;-1.0;-1.0;-1.0
11/07/2004;57.0;76.0;-1.0;66.0;58.0;62.0;63.0;67.0;69.0;62.0;-1.0;-1.0;-1.0;-1.0
12/07/2004;32.0;65.0;-1.0;41.0;31.0;49.0;41.0;47.0;56.0;46.0;-1.0;-1.0;-1.0;-1.0
13/07/2004;45.0;77.0;-1.0;52.0;43.0;62.0;57.0;60.0;65.0;55.0;-1.0;-1.0;-1.0;-1.0
